"SOIidx","start","end","formula","mass","anot","Ampolla_P1_V1","Ampolla_P1_V3_5","Ampolla_P1_V4","Ampolla_P1_V6","Ampolla_P2_V1","Ampolla_P2_V3_5","Ampolla_P2_V4","Ampolla_P2_V6","Ampolla_P3_V1","Ampolla_P3_V3_5","Ampolla_P3_V4","Ampolla_P3_V6","Ampolla_P4_V1","Ampolla_P4_V3_5","Ampolla_P4_V4","Ampolla_P4_V6","Ampolla_P5_V1","Ampolla_P5_V3_5","Ampolla_P5_V4","Ampolla_P5_V6","Ampolla_P6_V1","Ampolla_P6_V3_5","Ampolla_P6_V4","Ampolla_P6_V6","Ampolla_P7_V1","Ampolla_P7_V3_5","Ampolla_P7_V4","Ampolla_P7_V6","Ampolla_P8_V1","Ampolla_P8_V3_5","Ampolla_P8_V4","Ampolla_P8_V6","Bf_1","Bi_1","Bi_2","QCa_00","QCa_01","QCa_02","QCa_03","QCa_04","QCa_05","QCa_06","QCa_07","QCa_08","QCa_09","QCa_10","QCa_11"
3267,307.5,325,"[C8H22N3]+",160.18082,"C8H21N3_M+H",31642.7890625,18641.921875,33518.3125,18396.11328125,28281.892578125,38386.9921875,33509.76953125,35883.0390625,37236.3359375,26323.630859375,38625.4453125,40373.21875,31223.490234375,40797.859375,36096.6875,39842.10546875,32226.896484375,41097.921875,34540.625,37571.2890625,36791.60546875,30313.5859375,37586.6640625,45550.16015625,35504.25,37212.97265625,37527.48828125,36390.83984375,29537.587890625,25013.935546875,31294.509765625,36353.96484375,36329.50390625,NA,NA,NA,NA,NA,NA,NA,8842.1103515625,10745.5029296875,38720.125,42306.0390625,29394.94140625,39123.53125,37867.09375
3268,340,352.5,"[C8H24NO5P2S2]+",340.05656,"C8H20O5P2S2_M+NH4",85193.0703125,99461.7109375,75524.4140625,78056.8828125,70918.3984375,104039.8125,109391.609375,87285.890625,88153.875,76168.1796875,62582.6328125,81834.5625,111916.3359375,80400.796875,106098.0546875,99527.328125,73513.2109375,123049.2421875,103484.9921875,83805.1796875,92531.046875,97848.328125,80959.75,82205.8671875,87986.03125,90924.15625,89525.3046875,81532.5859375,82892.5546875,153745.65625,47266.14453125,71728.53125,21586.720703125,19175.279296875,26253.265625,89816.5,107187.8203125,83786.078125,88942.203125,98712.359375,105914.0078125,103624.6484375,88882.078125,88812.7734375,76326.46875,78170.7109375,70955.2421875
3269,53.31741630402,65.05429518402,"[C8H25O4Si4]+",297.08244,"C8H24O4Si4_M+H; C8H26O5Si4_M+H-H2O",333483.4375,284386.59375,169089.484375,662988.4375,317518.65625,267585.78125,593629.25,274671.15625,815170.8125,218555.515625,174921.375,359376.0625,766682.1875,235856.46875,851605.5,113139.4921875,184270.25,1063009.875,477997.375,1034965.6875,372785.90625,639884.625,651915.6875,373695.65625,506162.15625,259825.625,744721.1875,220907.59375,402721.875,335485.78125,767757.75,328165.78125,331854.25,27770.75390625,124561.390625,7135223,4942254.5,6140121,4680193,5507239,5446901.5,6018276,6273797.5,6740140.5,7207087,7671270.5,7229666.5
3270,65.05429518402,93.93884224534,"[C8H25O4Si4]+",297.08244,"C8H24O4Si4_M+H; C8H26O5Si4_M+H-H2O",333483.4375,284386.59375,169089.484375,662988.4375,317518.65625,267585.78125,593629.25,274671.15625,815170.8125,218555.515625,174921.375,359376.0625,766682.1875,235856.46875,851605.5,113139.4921875,184270.25,1063009.875,477997.375,1034965.6875,372785.90625,639884.625,651915.6875,373695.65625,506162.15625,259825.625,744721.1875,220907.59375,402721.875,335485.78125,767757.75,328165.78125,331854.25,27770.75390625,124561.390625,7135223,4942254.5,6140121,4680193,5507239,5446901.5,6018276,6273797.5,6740140.5,7207087,7671270.5,7229666.5
3273,55.68400529598,65.43428758398,"[C8H27O5Si4]+",315.09301,"C8H26O5Si4_M+H",26507.478515625,39620.171875,19201.15234375,81048.6640625,47842.15234375,41210.859375,75343.1171875,28319.765625,108609.1015625,30837.369140625,23742.611328125,44408.9921875,111093.0546875,32457.896484375,110340.4921875,NA,22289.705078125,106491.1953125,62513.89453125,104784.296875,49895.34375,77759.9140625,82240.1640625,41991.234375,76423.71875,36056.5234375,99651.7578125,34939.5234375,33738.73046875,34006.51171875,83343.3828125,40845.16796875,48784.3046875,NA,13728.0322265625,919404.6875,839767.4375,805194.0625,711748.625,850801.4375,883652.9375,781728.0625,761695.5625,1173042,1091647,1160345.625,1307417.875
3274,65.43428758398,88.36879270398,"[C8H27O5Si4]+",315.09301,"C8H26O5Si4_M+H",26507.478515625,39620.171875,19201.15234375,81048.6640625,47842.15234375,41210.859375,75343.1171875,28319.765625,108609.1015625,30837.369140625,23742.611328125,44408.9921875,111093.0546875,32457.896484375,110340.4921875,NA,22289.705078125,106491.1953125,62513.89453125,104784.296875,49895.34375,77759.9140625,82240.1640625,41991.234375,76423.71875,36056.5234375,99651.7578125,34939.5234375,33738.73046875,34006.51171875,83343.3828125,40845.16796875,48784.3046875,NA,13728.0322265625,919404.6875,839767.4375,805194.0625,711748.625,850801.4375,883652.9375,781728.0625,761695.5625,1173042,1091647,1160345.625,1307417.875
3278,355,360,"[C8H5Cl3NaO2]+",260.92473,"C8H4Cl3NaO2_M+H; C8H5Cl3O2_M+Na",14469.7998046875,11237.748046875,16066.67578125,9861.19140625,16139.52734375,18999.033203125,19208.8828125,21492.193359375,18996.13671875,16444.6875,15982.2548828125,15795.6435546875,14091.0576171875,20473.212890625,14761.7109375,14352.4912109375,17587.1484375,8217.5712890625,10443.8125,20629.60546875,18909.5078125,13034.37890625,12907.5712890625,13899.1611328125,14979.091796875,14173.3681640625,19801.83984375,7167.47314453125,13634.3408203125,7101.96484375,21296.552734375,20258.458984375,12644.1474609375,NA,NA,NA,8589.142578125,7621.72607421875,8435.8359375,NA,8319.6611328125,12724.83984375,16287.7548828125,19174.04296875,10443.724609375,14257.34375,12360.314453125
3279,350,357.5,"[C8H6N2NaO]+",169.03723,"C8H6N2O_M+Na",9302.6240234375,9424.2939453125,7737.0517578125,13865.294921875,11649.1591796875,10248.3642578125,7917.35888671875,6250.96142578125,NA,10352.248046875,NA,6211.423828125,NA,13077.6279296875,8116.810546875,9557.8037109375,10176.91796875,7814.9296875,9162.69921875,12586.8447265625,15762.53125,9615.880859375,7410.87109375,7408.7578125,NA,7917.1123046875,10790.7958984375,7231.03271484375,8016.89208984375,NA,10368.2705078125,10519.31640625,NA,NA,NA,5017.89208984375,4768.6376953125,9412.8349609375,10594.7705078125,7961.4384765625,12514.880859375,11794.4912109375,12244.658203125,9032.8232421875,11869.1650390625,10947.7373046875,9052.3505859375
3280,35,42.5,"[C8H6N2NaS3]+",248.95853,"C8H6N2S3_M+Na",9487.4970703125,7597.19873046875,9495.4501953125,NA,17000.119140625,18940.8203125,NA,21025.109375,16094.7412109375,NA,NA,11642.4892578125,24472.5859375,14249.115234375,NA,14559.9521484375,14590.2548828125,10729.3974609375,NA,19381.341796875,13530.169921875,NA,NA,11839.443359375,NA,NA,NA,NA,NA,11448.7822265625,NA,NA,NA,NA,NA,15484.5068359375,13068.376953125,15947.2216796875,15426.8154296875,11673.853515625,13443.40625,17251.171875,14813.6416015625,14309.15625,8418.330078125,18313.734375,8773.91015625
3282,72.5936052,105.86162758398,"[C8H6NO]+",132.04439,"C8H7NO2_M+H-H2O; C8H5NO_M+H",86223.140625,56646.1640625,70235.640625,54972.53125,64184.4375,62434.1171875,66528.96875,36339.46875,49760.171875,64126.0390625,57276.28125,53183.21484375,105815.0078125,70647.2578125,102197.03125,79857.390625,53552.921875,88381.5234375,54632.28125,64744.27734375,74580.3046875,64318.34765625,49074.90625,56113.1875,81488.546875,79113.6015625,102103.8359375,108517.453125,62893.5390625,88707.6484375,46084.5078125,47026.69921875,7416.44140625,21229.9375,NA,55229.50390625,56059.87109375,62589.67578125,60145.9296875,63758.6953125,54503.2265625,58455.63671875,66335.953125,68882.078125,66739.03125,65023.62109375,71267.296875
3283,105.86162758398,133.83971262399,"[C8H6NO]+",132.04439,"C8H7NO2_M+H-H2O; C8H5NO_M+H",62222.640625,47610.59375,60471.40234375,46018.3359375,55591.15234375,42595.5078125,60199.89453125,30064.029296875,48385.80859375,43980.6484375,43273.11328125,48992.984375,90289.4375,66976.625,68623.6796875,71949.09375,47062.84765625,67928.0625,39038.4453125,56327.15234375,74580.3046875,55647.3828125,43732.96875,47074.046875,80199.6796875,69815.1171875,96097.0078125,73449.625,47845.37109375,76867.484375,46084.5078125,45384.0546875,7244.77392578125,8325.60546875,NA,52059.91015625,48480.0078125,49861.2109375,49337.50390625,58545,45489.0390625,54199.32421875,50664.9921875,57849.578125,50694.87109375,62721.40234375,53512.87109375
3284,133.83971262399,161.817797664,"[C8H6NO]+",132.04439,"C8H7NO2_M+H-H2O; C8H5NO_M+H",20951.12890625,15912.361328125,16383.63671875,9912.14453125,14075.9638671875,14463.06640625,14951.6279296875,10199.3837890625,12572.095703125,8147.4013671875,16332.1953125,18064.48046875,24227.001953125,17479.224609375,25044.009765625,25551.447265625,13067.328125,16541.4375,12778.412109375,18480.900390625,19854.572265625,17405.046875,12004.7294921875,11157.1904296875,29463.677734375,18006.017578125,21570.4296875,17185.5,16105.6806640625,19307.509765625,10549.8798828125,13526.3994140625,NA,9623.865234375,NA,12112.46875,21419.841796875,9146.26171875,14180.9306640625,11035.9716796875,16360.6533203125,18028.90625,18034.28515625,16661.357421875,20737.853515625,18442.765625,22811.189453125
3285,342.5,350,"[C8H6NaO7S]+",268.97264,"C8H6O7S_M+Na",124482.828125,122549.3515625,125290.765625,49372.66796875,56198.16796875,67081.3515625,81600.53125,107361.625,222475.640625,100788.2578125,107714.15625,113129.640625,183933.953125,117065.2890625,131373.90625,99826.875,112745.078125,111409.9375,73184.8515625,123529.8046875,128199.6484375,56655.14453125,66997.140625,85256.6015625,122514.1796875,NA,129240.84375,141573.40625,102751.4921875,64381.5078125,80487.3125,41142.1953125,7748.52392578125,NA,NA,123970.421875,56751.6328125,91291.0078125,74769.328125,67660.2421875,127535.2890625,92334.84375,63103.28125,118089.6015625,58611.578125,132862.28125,137249.78125
3286,104.55690332798,127.35488995198,"[C8H7N2O2]+",163.0502,"C8H6N2O2_M+H; C8H8N2O3_M+H-H2O; C8H3NO2_M+NH4",19217.462890625,20301.4140625,18458.990234375,17743.220703125,15854.1484375,17285.720703125,19090.61328125,11528.7041015625,17574.10546875,18478.88671875,20694.470703125,20333.162109375,25374.845703125,18374.0859375,19162.0546875,19591.212890625,18128.951171875,25440.009765625,16995.751953125,22319.837890625,20170.681640625,20726.5546875,15277.2041015625,19277.3671875,23240.5703125,15801.2568359375,27427.513671875,24022.08203125,18486.458984375,20230.494140625,24618.57421875,19283.498046875,9676.39453125,NA,NA,15877.9482421875,17925.392578125,18744.341796875,19495.55078125,20110.771484375,18598.994140625,23522.318359375,20256.41015625,15374.79296875,19048.091796875,20571.630859375,18653.0625
3287,81.75891670398,104.55690332798,"[C8H7N2O2]+",163.0502,"C8H6N2O2_M+H; C8H8N2O3_M+H-H2O; C8H3NO2_M+NH4",20322.91015625,20301.4140625,22073.693359375,17743.220703125,19530.56640625,17285.720703125,16206.50390625,10259.3798828125,16801.384765625,18478.88671875,20694.470703125,19443.84375,25917.54296875,18654.25390625,20797.669921875,17143.1875,18128.951171875,29523.04296875,16378.400390625,17597.515625,20160.404296875,26351.919921875,16364.4775390625,19277.3671875,23240.5703125,23122.404296875,27427.513671875,24022.08203125,18486.458984375,20230.494140625,24618.57421875,19283.498046875,10381.8603515625,NA,NA,15877.9482421875,17925.392578125,18895.794921875,19495.55078125,21217.240234375,18598.994140625,20775.390625,20256.41015625,19718.0234375,19048.091796875,22717.6796875,15997.775390625
3288,127.35488995198,150.15287657598,"[C8H7N2O2]+",163.0502,"C8H6N2O2_M+H; C8H8N2O3_M+H-H2O; C8H3NO2_M+NH4",22046.734375,19191.955078125,16713.03515625,17082.39453125,21733.169921875,17389.109375,19090.61328125,10482.1865234375,17574.10546875,19494.39453125,16368.0185546875,20333.162109375,21856.162109375,17613.255859375,18787.62109375,18877.4140625,15388.1767578125,19163.287109375,16142.8515625,22319.837890625,20170.681640625,18793.58984375,15277.2041015625,15620.2646484375,20819.515625,21122.27734375,20237.39453125,22014.505859375,17622.869140625,18851.84375,15611.060546875,15778.6806640625,10366.455078125,NA,NA,17918.6328125,16954.6640625,16595.42578125,18049.953125,15763.10546875,19687.57421875,23522.318359375,15542.4873046875,18627.857421875,18155.1171875,17125.0859375,23046.359375
3289,150.15287657598,163.36933931202,"[C8H7N2O2]+",163.0502,"C8H6N2O2_M+H; C8H8N2O3_M+H-H2O; C8H3NO2_M+NH4",22046.734375,16544.630859375,16705.3828125,17942.4921875,21733.169921875,17389.109375,14345.306640625,10482.1865234375,14829.7509765625,17559.1484375,16368.0185546875,13216.9833984375,21003.646484375,21280.50390625,16334.4443359375,17360.966796875,13911.6689453125,19163.287109375,16142.8515625,13107.142578125,19376.6328125,18099.388671875,14244.0595703125,16753.908203125,20819.515625,18361.533203125,21875.4921875,22014.505859375,15231.8583984375,18851.84375,14836.626953125,14282.8212890625,8485.181640625,NA,7366.5390625,17918.6328125,16376.771484375,16595.42578125,14952.419921875,16453.390625,19687.57421875,17096.111328125,15542.4873046875,18627.857421875,15267.001953125,17241.404296875,23046.359375
3292,347.52330168,358.108919136,"[C8H7NNaO]+",156.04198,"C8H7NO_M+Na",22128088,6135175.5,20008506,1679869.375,2642061,1320898.875,6490053,4287633,2379536.75,3794183.5,10429642,2081423.625,13511516,6314658.5,11408719,13604409,2226121,7934705.5,2814110.75,1067208.5,9340167,9549060,1158745,5130709,15040780,2144576.75,15805079,8159451.5,3284045.5,14921614,929036.8125,1057012.375,163549.515625,247456.5,96689.71875,1344333.75,1271962.75,1366384.75,1302948.5,1274484.25,1346687,1265053.25,1249955.5,1876088.375,2153661.75,2166103.75,2250111
3293,358.108919136,364.750991376,"[C8H7NNaO]+",156.04198,"C8H7NO_M+Na",22128088,6135175.5,20008506,1679869.375,2642061,1320898.875,6490053,4287633,2379536.75,3794183.5,10429642,2081423.625,13511516,6314658.5,11408719,13604409,2226121,7934705.5,2814110.75,1067208.5,9340167,9549060,1158745,5130709,15040780,2144576.75,15805079,8159451.5,3284045.5,14921614,929036.8125,1057012.375,128426.3203125,49107.04296875,96689.71875,1344333.75,1271962.75,1366384.75,1302948.5,1274484.25,1346687,1265053.25,1249955.5,1876088.375,2153661.75,2166103.75,2250111
3294,32.5,47.5,"[C8H7NO]+",133.05221,"C8H8NO2_M+H-H2O; C8H6NO_M+H",6625.5830078125,17294.51953125,17529.91015625,11324.3212890625,15516.6064453125,12544.392578125,18283.87890625,12079.7216796875,18140.861328125,11335.3046875,NA,6979.587890625,20812.22265625,11403.083984375,13973.7314453125,15106.83984375,31559.443359375,22515.203125,18698.89453125,18971.38671875,15294.2685546875,16879.71875,10521.271484375,15628.171875,15610.5478515625,11923.03515625,11394.486328125,15684.376953125,19323.064453125,19696.1875,NA,NA,NA,NA,NA,27663.12109375,19871.1171875,22517.880859375,15481.7216796875,17682.240234375,17311.408203125,20041.357421875,16793.046875,20153.4375,22283.939453125,20641.328125,21154.193359375
3295,117.5,138.333333333333,"[C8H7O2]+",135.04406,"C8H8O3_M+H-H2O; C8H6O2_M+H",27543.576171875,20754.689453125,31775.16015625,14242.6826171875,19023.61328125,19284.150390625,31096.21484375,14658.1357421875,23830.5234375,25026.080078125,36211.42578125,21478.935546875,30791.6953125,23609.857421875,29972.48828125,33263.93359375,14979.234375,25414.54296875,18208.224609375,22358.220703125,27688.908203125,22778.599609375,16775.822265625,25286.970703125,27806.724609375,22293.267578125,33936.37890625,34690.51171875,26754.966796875,29107.646484375,19632.6015625,19540.4453125,NA,NA,NA,22284.580078125,16899.05078125,23210.771484375,19815.3984375,19842.69921875,18466.09765625,17138.47265625,22949.126953125,21778.052734375,22183.541015625,24613.166015625,22220.880859375
3296,138.333333333333,159.166666666667,"[C8H7O2]+",135.04406,"C8H8O3_M+H-H2O; C8H6O2_M+H",25420.966796875,20754.689453125,21739.177734375,14242.6826171875,19023.61328125,19284.150390625,18600.7734375,10457.05859375,20386.69140625,25026.080078125,24417.09765625,19915.791015625,30791.6953125,19337.037109375,23110.97265625,23913.029296875,14267.6494140625,21509.96484375,18208.224609375,17210.517578125,22155.125,17390.134765625,13007.51171875,23965.703125,26537.37890625,19934.916015625,27682.26953125,25685.8828125,26754.966796875,25979.935546875,9614.8359375,16101.259765625,NA,NA,NA,22284.580078125,16899.05078125,23210.771484375,19815.3984375,19842.69921875,18031.322265625,17138.47265625,17008.287109375,16955.115234375,20090.380859375,23843.1484375,18997.10546875
3297,159.166666666667,180,"[C8H7O2]+",135.04406,"C8H8O3_M+H-H2O; C8H6O2_M+H",14131.0498046875,7022.43994140625,11410.900390625,12768.9140625,10248.9443359375,8480.033203125,11239.3583984375,6877.53955078125,12157.2763671875,15374.9189453125,12833.5791015625,13806.0703125,19927.2734375,11270.6689453125,15424.3154296875,16231.26953125,11184.1455078125,13022.7548828125,12452.6337890625,11663.357421875,16290.8115234375,9228.154296875,9633.669921875,15947.8271484375,12985.48828125,10503.8828125,16899.3125,16160.3525390625,10801.5390625,20668.271484375,8359.541015625,8888.71484375,NA,NA,NA,14234.0517578125,13642.7822265625,11945.677734375,13228.1767578125,13348.4931640625,8168.31298828125,13165.5634765625,15893.2607421875,10113.19921875,11563.353515625,13674.125,11406.1728515625
3298,190,197.5,"[C8H7O2]+",135.04406,"C8H8O3_M+H-H2O; C8H6O2_M+H",11810.7314453125,8369.6923828125,7289.52880859375,NA,6087.61572265625,NA,4993.640625,5300.15869140625,10326.5283203125,10293.140625,8487.2255859375,10479.6611328125,7832.5908203125,7828.80078125,6437.24658203125,8588.3564453125,6209.39453125,10780.4609375,7645.81689453125,7036.79296875,7921.37939453125,5648.4677734375,7493.9052734375,11072.9794921875,9746.296875,10081.6787109375,8788.7353515625,10076.8154296875,6633.21044921875,13277.5947265625,8708.1689453125,6747.6083984375,NA,NA,NA,11810.2890625,6911.9541015625,9797.31640625,11184,8701.9765625,9383.3447265625,10301.517578125,8671.443359375,6132.26611328125,10175.216796875,7798.68896484375,7648.134765625
3299,248.46441428802,265.158467184,"[C8H7O3]+",151.03897,"C8H8O4_M+H-H2O; C8H6O3_M+H",59135.16796875,43715.32421875,34835.875,28729.607421875,32728.15234375,30150.892578125,41053.0859375,13029.8798828125,45349.74609375,46140.59765625,60873.828125,53227.6484375,42527.74609375,43038.55078125,47466.64453125,36686.921875,48948.67578125,49362.76953125,40428.40234375,35084.00390625,42281.625,38953.14453125,22339.900390625,44267.26953125,57819.609375,32048.58984375,52221.875,38922.546875,40697.2578125,42099.68359375,22330.634765625,35330.3984375,NA,NA,NA,119047.3671875,78032.3671875,45377.40234375,52124.55078125,52044.78125,33496.36328125,43651.625,37949.12109375,41392.359375,30954.04296875,42276.5,39885.828125
3300,236.02050020802,248.46441428802,"[C8H7O3]+",151.03897,"C8H8O4_M+H-H2O; C8H6O3_M+H",59135.16796875,43715.32421875,34835.875,28729.607421875,32728.15234375,30150.892578125,41053.0859375,13029.8798828125,45349.74609375,46140.59765625,60873.828125,53227.6484375,42527.74609375,43038.55078125,47466.64453125,36686.921875,48948.67578125,49362.76953125,40428.40234375,35084.00390625,42281.625,38953.14453125,22339.900390625,44267.26953125,57819.609375,32048.58984375,52221.875,38922.546875,40697.2578125,42099.68359375,22330.634765625,35330.3984375,NA,NA,NA,119047.3671875,78032.3671875,45377.40234375,52124.55078125,52044.78125,33496.36328125,43651.625,37949.12109375,41392.359375,30954.04296875,42276.5,39885.828125
3301,182.5,192.5,"[C8H7O3]+",151.03897,"C8H8O4_M+H-H2O; C8H6O3_M+H",16852.236328125,11206.5869140625,12905.97265625,NA,10066.59375,11542.06640625,12667.728515625,7399.78076171875,14192.0439453125,11719.7353515625,14922.310546875,14137.7919921875,9883.4521484375,16102.248046875,12939.2978515625,15164.673828125,11973.6396484375,10673.685546875,12858.8037109375,14354.0341796875,7845.19921875,13461.84375,11966.443359375,12612.54296875,15763.0107421875,11004.1025390625,17231.6484375,14611.3974609375,11093.044921875,14298.5927734375,14558.36328125,13358.9306640625,NA,NA,NA,18361.669921875,25290.224609375,13314.3125,9368.638671875,8723.529296875,18328.849609375,11451.0439453125,6834.62939453125,14482.814453125,11783.81640625,16474.044921875,11307.0556640625
3302,142.5,147.5,"[C8H7O3]+",151.03897,"C8H8O4_M+H-H2O; C8H6O3_M+H",14026.888671875,7945.92333984375,8912.1728515625,11359.6904296875,9195.1513671875,8478.5302734375,8771.8154296875,NA,10711.486328125,15242.3984375,11396.609375,11787.099609375,9696.5966796875,9015.7978515625,9041.3603515625,12647.548828125,9205.32421875,6975.83544921875,11495.6484375,11440.0390625,12562.236328125,7550.11474609375,8496.07421875,11645.0390625,12221.0703125,7280.39404296875,17575.326171875,16190.97265625,12729.724609375,11907.7705078125,8634.82421875,8929.291015625,NA,NA,NA,17379.451171875,15089.109375,9207.34765625,8035.2041015625,13056.501953125,10520.9658203125,10418.9521484375,9679.1015625,11611.7080078125,9544.0234375,11494.4521484375,9015.9033203125
3303,35,40,"[C8H7O6]+",199.02371,"C8H6O6_M+H; C8H8O7_M+H-H2O",NA,NA,NA,7935.30712890625,7846.30908203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13588.7919921875,10630.8701171875,NA,13084.435546875,9439.4501953125,NA,10509.6640625,NA,9043.291015625,NA,NA,NA,11703.8701171875,9643.6904296875,15204.703125,NA,NA,NA,NA,NA,14729.8740234375,17930.56640625,10843.693359375,11264.5947265625,9786.388671875,12288.9560546875,13824.099609375,9686.9384765625,15422.068359375,NA,NA,10343.71484375
3304,327.5,337.5,"[C8H7O]+",119.04914,"C8H6O_M+H; C8H8O2_M+H-H2O",44606.73046875,21522.888671875,45856.33984375,11660.197265625,16793.0859375,18957.509765625,24638.859375,17332.244140625,25334.345703125,36099.625,31931.037109375,30362.037109375,43187.3984375,30002.064453125,33797.015625,41072.83203125,16246.1884765625,33633.88671875,18052.234375,17603.33203125,33268.20703125,25047.8828125,10158.6953125,32510.271484375,39147.5234375,25929.875,41285.08203125,37866.8828125,27071.71484375,37839.640625,17069.6171875,19592.041015625,NA,13133.2158203125,NA,12803.2509765625,18613.111328125,18114.271484375,17672.451171875,17836.271484375,12288.26171875,16685.826171875,21456.025390625,24583.466796875,22502.525390625,25578.44921875,26198.99609375
3305,322.5,342.5,"[C8H7]+",103.05423,"C8H6_M+H",116336.9140625,59886.7265625,116666.2265625,53245.69921875,51963.09765625,54460.328125,64597.7890625,53963.8515625,60454.921875,68260.7421875,65427.44140625,47867.1484375,106397.8515625,55544.8203125,84102.859375,99788.890625,43979.65234375,86958.390625,49004.9921875,49263.26171875,72929.3828125,65119.2265625,34136.9921875,77241.109375,84441.21875,60038.1875,104348.3046875,117643.9921875,52453.43359375,97545.953125,34133.1171875,39523.2578125,NA,NA,NA,56052.18359375,55780.7734375,50357.3125,60405.25390625,48002.19921875,53852.61328125,51545.14453125,55764.515625,62160.94921875,55413.48046875,64566.12890625,59374.83984375
3311,100.42454536002,208.64602543998,"[C8H8N3O]+",162.06619,"C8H9N3O2_M+H-H2O; C8H7N3O_M+H",184119.90625,162677.96875,167132.9375,139921.875,157280.03125,134487.84375,140402.4375,103820.15625,141840.828125,176934.09375,175023.171875,139604.140625,238285.546875,163509.484375,196855.09375,242888.21875,120869.5078125,175717.65625,112908.671875,129983.796875,187173.859375,154904.78125,129568.3828125,193265.578125,182294.4375,182229.15625,180047.78125,217719.0625,154723.4375,208898.765625,96418.4296875,129402.125,23317.732421875,12343.3427734375,11084.5361328125,123130.0234375,130455.5234375,122072.546875,133818.3125,130253.0390625,138260.765625,144446.96875,151357.890625,165831.375,148333.65625,154675.453125,160246.578125
3312,211.38111016002,224.69618988798,"[C8H8N3O]+",162.06619,"C8H9N3O2_M+H-H2O; C8H7N3O_M+H",114870.7734375,93592.875,105021.0625,87280.84375,80401.15625,79311.125,82722.3828125,66262.1484375,93697.171875,112381.7265625,94891.796875,86288.8359375,139425.65625,96563.8125,115323.5234375,127149.1640625,71125.0234375,110901.6171875,70174.7578125,79948.109375,109262.8046875,91595,64026.140625,119774.1953125,98938.7578125,104540.109375,105166.9140625,140753.859375,90171.0625,142124.78125,58240.90625,75300.453125,23317.732421875,9323.8125,7657.3701171875,79373.328125,72695.640625,84308.5,85882.5390625,81101.40625,86933.75,99499.828125,84868.84375,78969.15625,82114.0703125,98141.8515625,85113.375
3313,244.18600875198,276.41566687998,"[C8H8N3O]+",162.06619,"C8H9N3O2_M+H-H2O; C8H7N3O_M+H",98871.84375,73556.6953125,91583.9453125,82834.7421875,72834.4765625,65232.73046875,72545,48301.09375,85046.875,91423.6875,87672.3125,72520.375,132058.171875,73996.2265625,100747.421875,104648.7890625,51635.41015625,104813.1015625,58922.14453125,69198.6171875,93740.53125,70952.3203125,55536.890625,93566.015625,97489.46875,79349.53125,93581.0703125,115773.7890625,79467.2578125,117607.40625,50649.51953125,59089.28515625,21710.20703125,9319.9716796875,11159.826171875,83603.3828125,82076.3671875,78444.625,89931.0703125,86597.6484375,70590.34375,78738.265625,70095.015625,68975.7421875,78415.4453125,70479.453125,81661.3515625
3314,208.64602543998,211.38111016002,"[C8H8N3O]+",162.06619,"C8H9N3O2_M+H-H2O; C8H7N3O_M+H",114870.7734375,93592.875,105021.0625,87280.84375,80401.15625,81794.375,82722.3828125,66262.1484375,93697.171875,115487.0703125,100885.3984375,91281.703125,139425.65625,96563.8125,130686.7421875,148052.671875,71125.0234375,110901.6171875,70174.7578125,79948.109375,109262.8046875,91595,64026.140625,119774.1953125,109910.703125,104540.109375,105166.9140625,141399.328125,95410.796875,148501.671875,58240.90625,78414.453125,23317.732421875,8066.8623046875,9720.2646484375,79373.328125,75321.8671875,84308.5,85882.5390625,99453.4140625,86933.75,99499.828125,84868.84375,82398.84375,82114.0703125,98141.8515625,94057.3125
3315,224.69618988798,244.18600875198,"[C8H8N3O]+",162.06619,"C8H9N3O2_M+H-H2O; C8H7N3O_M+H",103926.1953125,76200.953125,91583.9453125,83160.8125,72834.4765625,67543.984375,72545,61380.57421875,85046.875,102488.9375,88946.234375,86288.8359375,132058.171875,93255.7265625,101332.0703125,120569.5,61839.79296875,104813.1015625,61189.6796875,69198.6171875,95302.515625,71392.046875,55536.890625,102490.7890625,98938.7578125,94818.453125,96951.0625,126088.0625,83137.5859375,117607.40625,55862.29296875,67456.3828125,23317.732421875,10380.8349609375,9714.2080078125,83603.3828125,82076.3671875,78444.625,89931.0703125,86597.6484375,80139.7265625,79175.1796875,77020.859375,78969.15625,78415.4453125,76109.71875,81661.3515625
3316,277.97592569598,293.54087795202,"[C8H8N3O]+",162.06619,"C8H9N3O2_M+H-H2O; C8H7N3O_M+H",40835.6796875,27399.576171875,44209.59765625,30150.544921875,21889.455078125,27843.1328125,30764.158203125,21456.6171875,33240.05859375,42394.6875,33633.73828125,29898.490234375,38712.90234375,29847.267578125,30152.181640625,39376.40234375,22362.802734375,33070.17578125,21226.732421875,21078.423828125,33346.12109375,20828.974609375,26186.783203125,28127.541015625,28070.966796875,32336.43359375,37236.9296875,34353.2578125,26252.96484375,36497.05078125,22985.142578125,26900.75390625,15339.41015625,NA,9654.2314453125,47428.01171875,41979.02734375,42480.80859375,40646.4453125,36094.38671875,34541.30859375,35250.2734375,24762.646484375,25784.9296875,24424.462890625,30562.451171875,21653.208984375
