"SOIidx","start","end","formula","mass","anot","Ampolla_P1_V1","Ampolla_P1_V3_5","Ampolla_P1_V4","Ampolla_P1_V6","Ampolla_P2_V1","Ampolla_P2_V3_5","Ampolla_P2_V4","Ampolla_P2_V6","Ampolla_P3_V1","Ampolla_P3_V3_5","Ampolla_P3_V4","Ampolla_P3_V6","Ampolla_P4_V1","Ampolla_P4_V3_5","Ampolla_P4_V4","Ampolla_P4_V6","Ampolla_P5_V1","Ampolla_P5_V3_5","Ampolla_P5_V4","Ampolla_P5_V6","Ampolla_P6_V1","Ampolla_P6_V3_5","Ampolla_P6_V4","Ampolla_P6_V6","Ampolla_P7_V1","Ampolla_P7_V3_5","Ampolla_P7_V4","Ampolla_P7_V6","Ampolla_P8_V1","Ampolla_P8_V3_5","Ampolla_P8_V4","Ampolla_P8_V6","Bf_1","Bi_1","Bi_2","QCa_00","QCa_01","QCa_02","QCa_03","QCa_04","QCa_05","QCa_06","QCa_07","QCa_08","QCa_09","QCa_10","QCa_11"
2436,67.5,82.5,"[C5H14NNaO4S]+",207.05357,"C5H14NO4S_M+Na",56658.2578125,65253.34375,48777.20703125,69387.3671875,66991.3125,69932.1328125,82040.140625,61531.95703125,71344.359375,57781.7421875,66564.3828125,48737.1328125,53664.6171875,57825.953125,49896.79296875,60559.2109375,82584.984375,69540.8515625,56760.06640625,87771.734375,71646.453125,69387.7109375,54016.0078125,88115.7421875,62910.73828125,75727.84375,63154.05859375,49272.63671875,71058.6171875,56869.8671875,83004.5546875,89898.109375,31448.47265625,NA,NA,70692.265625,57719.9921875,57788.6015625,72350.046875,61824.2578125,60411.3046875,57180.9765625,70014.28125,59048.53515625,66002.5078125,62834.9453125,53196.015625
2439,371.44931441598,385.593650304,"[C5H14NO]+",104.10699,"C5H10O_M+NH4",66594040,46633360,69605896,35726020,33989072,38906048,46886744,34848208,50349816,45222300,66219236,41660312,62463604,49712984,40473716,49295576,37430512,49251860,29433098,22574694,35131156,32674156,22820290,43930960,46963472,34006668,44693244,50650676,33359242,47328872,25896506,27196382,4166389.5,3327266,3710529.75,27676882,27650266,27612256,29050152,28935250,28577676,27187164,26750186,30996746,28497408,28981528,29145230
2440,243.80353896,258.17893289598,"[C5H14NS2]+",152.05621,"C5H10S2_M+NH4",348921.84375,483153.5625,386360.75,842815.5,247327.984375,307097.59375,333762.75,113209.4296875,360766.5,284109.15625,635494.6875,177964.890625,1531213.25,580061.5,323054.09375,493524.5,298277.1875,335081.4375,211695.265625,164673.140625,456946.125,539408.4375,684098.25,329689.59375,494698.8125,484176.53125,440971.15625,629011.125,223093.640625,283641.25,213230.546875,170457.890625,102573.5703125,30256.640625,47413.94140625,169155.890625,181258.109375,202223.09375,175982.375,185934.21875,195878.578125,191158.546875,194135.078125,226017.078125,221173.515625,229376.390625,236534.8125
2441,258.17893289598,268.25919420798,"[C5H14NS2]+",152.05621,"C5H10S2_M+NH4",348921.84375,483153.5625,386360.75,842815.5,247327.984375,307097.59375,333762.75,104938.1328125,360766.5,284109.15625,62639.34765625,177964.890625,1531213.25,580061.5,323054.09375,493524.5,298277.1875,18096.748046875,211695.265625,164673.140625,456946.125,539408.4375,684098.25,329689.59375,494698.8125,484176.53125,440971.15625,629011.125,223093.640625,283641.25,213230.546875,170457.890625,102573.5703125,30256.640625,37286.42578125,169155.890625,181258.109375,202223.09375,175982.375,185934.21875,195878.578125,191158.546875,194135.078125,226017.078125,221173.515625,229376.390625,233402.71875
2442,188.76478457066,216.28416176533,"[C5H14NS2]+",152.05621,"C5H10S2_M+NH4",91644.9140625,74723.34375,89778.46875,116267.9921875,53131.47265625,65024.3515625,58494.625,29184.306640625,77719.203125,56597.1640625,106863.3515625,51142.765625,209797.5625,92554.703125,69867.328125,90810.2265625,52215.8203125,54820.52734375,51883.03125,37165.45703125,96495.2265625,92621.515625,56817.36328125,63097.2265625,88401.5234375,81819.546875,89256.609375,98989.96875,58437.3359375,86753.515625,50480.20703125,50128.52734375,23429.876953125,14550.1728515625,16092.5048828125,45068.0703125,41863.3203125,61783.640625,44076.34375,44617.1953125,42650.47265625,41781.5,45959.83984375,54320.81640625,54459.51953125,49462.91796875,66835.2265625
2443,230,235,"[C5H15N2O3S2]+",215.05186,"C5H11NO3S2_M+NH4",NA,7070.55859375,NA,10065.6337890625,NA,NA,7519.57275390625,NA,NA,6658.63427734375,NA,NA,NA,6237.38623046875,NA,NA,7061.50927734375,7166.91357421875,NA,6997.75,NA,NA,NA,NA,NA,NA,NA,8569.375,NA,10339.2509765625,7252.87841796875,NA,NA,NA,NA,9484.50390625,6607.39306640625,7434.84521484375,6631.52587890625,14970.8671875,NA,7556.58935546875,NA,10105.37109375,NA,NA,NA
2445,272.5,300,"[C5H16NS2]+",154.07186,"C5H12S2_M+NH4",10018.5107421875,10993.4462890625,12050.0556640625,11012.7548828125,6607.5244140625,6665.32568359375,9022.986328125,3364.55102539062,NA,7225.36279296875,NA,NA,11924.7548828125,7784.56298828125,7808.9619140625,9961.4326171875,6770.01904296875,7053.32568359375,6470.68359375,7471.42138671875,8754.03515625,9261.2705078125,7399.0341796875,8792.8857421875,15060.490234375,8803.59765625,7909.58740234375,10960.9599609375,9514.8720703125,9301.0732421875,7408.6875,NA,NA,NA,NA,11675.8388671875,16049.4697265625,14170.0576171875,20348.9140625,17766.619140625,12852.970703125,18187.244140625,5917.732421875,6917.333984375,NA,5589.77587890625,9681.7431640625
2446,310,315,"[C5H16NS2]+",154.07186,"C5H12S2_M+NH4",NA,11168.5654296875,13207.759765625,8525.8427734375,6981.75537109375,NA,11635.1796875,NA,7242.36474609375,NA,NA,NA,17790.666015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7406.9990234375,8383.6826171875,NA,NA,NA,11114.1298828125,NA,NA,5056.48388671875,NA,NA,20204.154296875,10400.3115234375,16522.69140625,20348.9140625,17766.619140625,12947.5205078125,13157.2578125,7941.6513671875,13501.3642578125,NA,NA,NA
2447,410,425,"[C5H18N5O3P]+",227.11417,"C5H14N4O3P_M+NH4",NA,NA,6474.029296875,13267.1923828125,NA,NA,NA,8680.220703125,NA,NA,NA,NA,7701.53076171875,NA,NA,NA,NA,14382.626953125,NA,13308.609375,NA,11350.091796875,NA,5967.28759765625,NA,6135.8984375,7402.54150390625,6169.24951171875,NA,NA,NA,NA,NA,NA,8786.708984375,17645.7578125,20024.94921875,21911.4609375,18696.6328125,21004.119140625,17135.23046875,20119.935546875,15342.4892578125,12994.734375,13486.005859375,13470.0654296875,13043.9052734375
2448,374.58976488,388.74048932802,"[C5H19N2O3P]+",186.11278,"C5H15NO3P_M+NH4",246906.875,286422.46875,201092.734375,189395.234375,368225.4375,285006.46875,283446.25,229707.1875,203264.03125,376220.59375,285799.96875,172977.71875,359083.625,203592.15625,277836.71875,348692.6875,65311.9296875,110714.3125,66887.1171875,52778.7734375,119998.359375,145131.953125,60736.4140625,117201.859375,374980.34375,279794.90625,361755.90625,401485.96875,104899.671875,217737.84375,45609.4765625,70235.4296875,7849.96826171875,35631.69140625,21897.212890625,142922.09375,132256.953125,145544.59375,127531.53125,131925,133463.375,114729.859375,72613.34375,70973.6953125,52427.22265625,55526.9765625,62375.8671875
2450,342.5,350,"[C5H2N4NaO3]+",189.00191,"C5H2N4O3_M+Na",66877.71875,64757.12109375,82147.3984375,48013.71484375,63289.765625,46204.0546875,62292.390625,69344.6953125,74598.484375,81662.5,53246.1328125,69187.0546875,76856.0078125,85032.59375,76163.0703125,72241.5078125,57539.2578125,118888.484375,62671.67578125,63429.78125,61916.99609375,88151.4453125,50966.203125,67449.1640625,71613.6640625,68425.515625,54027.57421875,66254.8828125,28820.638671875,65156.98828125,63083.3359375,64654.96484375,NA,NA,NA,72534.359375,63014.57421875,63641.4296875,60947.95703125,74678.6015625,67048.6796875,57797.91015625,59740.84765625,80848.359375,50373.25,72571.8515625,77231.5390625
2452,140.05794888,168.820784448,"[C5H4N3]+",106.03997,"C5H3N3_M+H",144448.671875,161434.03125,317708.9375,156447.828125,150634.078125,144175.59375,130170.9375,161988.125,98192.9765625,101488.1640625,74187.71875,124667.65625,262251.78125,149608.234375,203183.03125,378106.34375,92150.515625,207423.265625,130694.625,165451.5,209975.75,211434.765625,76964.7890625,244805.140625,165320.796875,136980.40625,176578.359375,339751.65625,159702.296875,188226.625,95821.5703125,55709.9453125,12005.115234375,8838.1396484375,10694.5966796875,143144.96875,146395.546875,165838.625,164806.703125,178476.796875,175237.59375,167313.328125,159939.046875,200564.5,136376.625,147310.328125,148569.265625
2453,100.42454536002,125.27727289602,"[C5H4N3]+",106.03997,"C5H3N3_M+H",123442.0078125,140963.375,380398.34375,142825.078125,141613.515625,133111.046875,120129.3125,201119.5,86069.4765625,84059.015625,70330.453125,116654.328125,255429.171875,146424.171875,206754.578125,454336.28125,92150.515625,195447.59375,128102.4453125,163876.390625,194526.984375,228334.953125,84135.4140625,262445.3125,166920.328125,130510.6484375,162491.796875,395819.6875,165482.546875,166441.140625,82388.328125,53456.4296875,8984.01171875,NA,8871.9091796875,134450.4375,137309.484375,143984.578125,157708.0625,154336.40625,157591.0625,166178.9375,168414.21875,248542.28125,196558.59375,182651.078125,204389.6875
2454,77.159201328,93.80816934402,"[C5H4N3]+",106.03997,"C5H3N3_M+H",106590.5234375,92374.8359375,380398.34375,104599.6484375,112106.1015625,120023.09375,105930.953125,201119.5,77308.25,57095.5546875,62283.53515625,109243.828125,239735.046875,120765.5390625,203339.234375,431358.71875,64989.06640625,175883.90625,128102.4453125,137957.078125,193494.1875,230188.546875,59265.38671875,257962.8125,156769.1875,106470.625,151149.859375,395819.6875,164017.265625,118104.640625,73499.6484375,46490.0625,8538.3212890625,NA,7685.64990234375,130025.515625,129839.9609375,143984.578125,142346.953125,174066.90625,151838.578125,166178.9375,191722.078125,253597.78125,198863.984375,198713.5,226386.109375
2455,168.820784448,184.80896412798,"[C5H4N3]+",106.03997,"C5H3N3_M+H",143862.609375,161434.03125,294038.375,148997.53125,144610.828125,144175.59375,125956.3671875,146567.515625,98192.9765625,101488.1640625,80865.375,111861.3828125,252625.859375,149608.234375,196259.203125,350029.9375,79090.3984375,203164.703125,118691.75,165451.5,191106.8125,199315,75738.5546875,223416.984375,165320.796875,136980.40625,164761.25,313998.78125,154359,188226.625,95821.5703125,54357.94140625,8025.36669921875,8838.1396484375,10121.6474609375,139377.203125,146395.546875,158861.921875,164806.703125,164991.5625,173545.0625,167313.328125,159939.046875,199840.3125,117003.2578125,139327.421875,119605.2578125
2456,185.97079035198,192.196596192,"[C5H4N3]+",106.03997,"C5H3N3_M+H",122565.421875,157300.453125,244907.328125,152984.796875,131747.96875,136618,117268.1796875,134209.84375,89162.34375,97986.1875,80865.375,101015.6796875,219835.578125,138280.453125,178336.90625,294241.4375,79090.3984375,201203.359375,104784.8359375,154390.515625,191106.8125,186447.109375,73895.0078125,188455.609375,151987.71875,124822.2265625,164454.15625,284411.375,145187.28125,186455.0625,89340,54357.94140625,6542.8017578125,NA,10121.6474609375,134331.859375,144824.84375,158861.921875,165006.609375,155998.234375,173545.0625,153692.140625,155822.53125,161552.34375,110154.4140625,127629.3203125,103189.96875
2457,126.843737904,140.05794888,"[C5H4N3]+",106.03997,"C5H3N3_M+H",129169.484375,157323.703125,338351.90625,142825.078125,150634.078125,138666.265625,121417.8828125,170064.6875,88326.3046875,85872.9375,71765.4296875,115717.6015625,247740.09375,142984.578125,203183.03125,414524.40625,92150.515625,201961.359375,126956.8671875,160906.875,180128.125,225790.953125,76347.5390625,245785.234375,160171.71875,135707.671875,155962.75,340562.46875,159702.296875,173911.8125,91253.4609375,55709.9453125,11674.1923828125,NA,7471.26123046875,129088.65625,138559.5625,153411.46875,157410.953125,158792.15625,175237.59375,163774.234375,167904.5,232258.40625,136503.21875,133025.59375,130704.109375
2458,192.196596192,231.74167624002,"[C5H4N3]+",106.03997,"C5H3N3_M+H",113490.2734375,157300.453125,242962.296875,152984.796875,131747.96875,136618,110355.0703125,114238.734375,89162.34375,97986.1875,70809.203125,94939.7265625,219835.578125,126335.8828125,157170.53125,294241.4375,79090.3984375,181701.765625,100891.0546875,154390.515625,168984.0625,176540.4375,73895.0078125,181623.859375,151987.71875,124822.2265625,143520.6875,263890.09375,135051.28125,186455.0625,81607.3046875,44627.55078125,6925.4619140625,10490.4599609375,10121.6474609375,134331.859375,144824.84375,158861.921875,165006.609375,155870.28125,154092.21875,153692.140625,146447.71875,155729.21875,108527.6328125,108538.53125,98365.9609375
2459,125.27727289602,126.843737904,"[C5H4N3]+",106.03997,"C5H3N3_M+H",123442.0078125,155061.921875,338351.90625,142825.078125,141613.515625,133111.046875,120129.3125,170064.6875,86069.4765625,84059.015625,70330.453125,109354.5546875,247740.09375,146424.171875,203046.109375,414524.40625,92150.515625,195447.59375,126956.8671875,154593.375,189658.890625,225790.953125,84135.4140625,246203.5625,160171.71875,130510.6484375,152649.921875,340562.46875,153994.625,166441.140625,82388.328125,53456.4296875,11674.1923828125,NA,8284.748046875,121831.0234375,137309.484375,142133.484375,157410.953125,147229.296875,168689.640625,163774.234375,167904.5,232258.40625,136503.21875,131749.15625,130704.109375
2460,93.80816934402,100.42454536002,"[C5H4N3]+",106.03997,"C5H3N3_M+H",108901.3515625,126373.8515625,380398.34375,109499.1953125,113943.1171875,120023.09375,112095.3984375,201119.5,77419.4296875,61301.6484375,62283.53515625,109243.828125,255429.171875,131904.171875,206754.578125,454336.28125,70952.03125,175883.90625,128102.4453125,162434.921875,193494.1875,230188.546875,61319.91015625,262445.3125,166920.328125,106470.625,162491.796875,395819.6875,165482.546875,150217.484375,81401.1640625,46490.0625,8538.3212890625,NA,8871.9091796875,134450.4375,130916.4921875,143984.578125,157708.0625,174066.90625,152016.828125,166178.9375,191722.078125,248542.28125,196558.59375,198713.5,204389.6875
2461,184.80896412798,185.588069328,"[C5H4N3]+",106.03997,"C5H3N3_M+H",122565.421875,157300.453125,244907.328125,152984.796875,144610.828125,136618,117268.1796875,134209.84375,89162.34375,95641.2421875,80865.375,101015.6796875,217648.25,138280.453125,178336.90625,294241.4375,79090.3984375,201203.359375,105363.6171875,154390.515625,191106.8125,186447.109375,73895.0078125,188455.609375,151987.71875,117764.3984375,164454.15625,284411.375,145187.28125,181335.984375,89340,54357.94140625,8025.36669921875,NA,10121.6474609375,134331.859375,144824.84375,158861.921875,165006.609375,155998.234375,173545.0625,153692.140625,155822.53125,161552.34375,110154.4140625,127629.3203125,104363.3984375
2462,231.74167624002,246.51680172798,"[C5H4N3]+",106.03997,"C5H3N3_M+H",85117.1875,128323.828125,178534.875,117311.9140625,96337.0234375,104738.2109375,76829.5703125,84440.015625,70307.609375,83459.1015625,51252.94921875,70094.6484375,180965.125,89421.5234375,121860.8515625,197189.78125,56552.96484375,148822.5625,73880.6796875,101637.4296875,109249.9296875,121482.125,58019.765625,134334.1875,104798.0078125,98480.75,131821.15625,194730.671875,101337.5859375,150827.4375,51378.84375,38641.29296875,12042.6328125,11235.6064453125,6871.09130859375,126294.171875,128781.5390625,139722.890625,141332.28125,139132.046875,126752.8359375,130610.1875,100946.109375,121215.1171875,69662.5234375,72287.921875,74220.9921875
2463,246.51680172798,262.04305102398,"[C5H4N3]+",106.03997,"C5H3N3_M+H",70863.6796875,110468.625,178534.875,105884.828125,93027.390625,79906.25,64158.8046875,72279.0859375,50378.29296875,72713.953125,46341.64453125,65896.8125,137274.09375,70281.7109375,109687.0234375,158916.75,52407.98828125,133301.90625,70670.078125,89931.0078125,88927.5,111725.0859375,47259.6484375,123031.8359375,93184.984375,82800.9609375,107114.921875,177912.546875,101337.5859375,136204.296875,50904.04296875,25916.640625,10002.6044921875,11235.6064453125,7233.62158203125,126294.171875,128781.5390625,123355.6796875,131263.515625,126827.265625,120803.578125,128967.0546875,96280.046875,106782.53125,63152.6953125,72287.921875,74220.9921875
2464,262.04305102398,289.24006892799,"[C5H4N3]+",106.03997,"C5H3N3_M+H",38860.65234375,72482.546875,89864.578125,73473.328125,53649.76953125,49947.4765625,37045.3125,32744.07421875,34053.90234375,37669.93359375,31482.279296875,43253.8359375,71537.875,49740.3046875,72374.1796875,115463.90625,34218.73046875,67278.3125,8078.00390625,50055.9765625,52166.58203125,62372.9375,28828.017578125,64151.4765625,46790.30078125,50337.28125,56816.59765625,111613.2109375,58537.1015625,69925.09375,9198.9853515625,19556.0546875,NA,NA,7233.62158203125,102763.96875,99507.3828125,89232,104033.5859375,93456.53125,79162.375,69356.7734375,53561.56640625,60122.3046875,43223.3203125,42389.78125,36880.5859375
2465,289.24006892799,316.437086832,"[C5H4N3]+",106.03997,"C5H3N3_M+H",NA,14451.7373046875,11580.26953125,15130.5380859375,8274.259765625,7315.10693359375,7736.42041015625,5864.037109375,NA,7462.02099609375,NA,NA,11811.8310546875,6949.83837890625,7829.083984375,9149.3994140625,7132.06884765625,11174.1240234375,NA,9272.361328125,6599.04541015625,12093.24609375,5275.4140625,7641.96923828125,9150.67578125,7608.97021484375,8188.857421875,13152.208984375,9664.9580078125,13091.0732421875,8632.5947265625,NA,NA,NA,NA,28215.171875,25543.46484375,24254.078125,23546.21875,22979.2265625,20228.119140625,22354.4921875,8810.6669921875,7910.94873046875,6006.54296875,5816.4970703125,8181.32177734375
2466,322.5,342.5,"[C5H4N4NaO3]+",191.01756,"C5H4N4O3_M+Na",39235.41796875,25732.861328125,32119.28515625,22498.783203125,26829.490234375,24564.537109375,21251.078125,21742.17578125,11848.9794921875,27156.314453125,14777.3896484375,11664.6884765625,36014.828125,22712.408203125,28102.396484375,27874.419921875,16321.888671875,32165.421875,14433.671875,19173.40234375,30208.064453125,26867.810546875,11499.7451171875,23685.427734375,18998.87109375,20417.30859375,34674.15234375,27684.3125,22768.3515625,46215.5859375,12690.306640625,7947.10498046875,NA,NA,NA,25605.783203125,33765.203125,23101.25,26764.623046875,35263.734375,26291.83984375,19499.197265625,21365.884765625,20959.55859375,19660.111328125,19136.69921875,23667.095703125
2467,178.56134791998,198.85054632,"[C5H4N4NaO]+",159.02773,"C5H4N4O_M+Na",70059.0078125,78047.875,101071.28125,87572.84375,96185.484375,101148.4765625,149652.34375,101522.1953125,94685.03125,43437.9609375,339839.125,49490.015625,205876.40625,137712.625,60142.3671875,33965.91015625,116676.1953125,79801.0859375,69358.0390625,74103.03125,105581.3515625,80112.53125,123348.75,48371.3046875,175009.796875,104872.6484375,109374.9765625,111374.2578125,138006.359375,107918.5234375,104426.9609375,59522.17578125,NA,13436.6728515625,NA,42167.859375,58385.48828125,50620.16796875,48821.78125,60402.625,59328.55859375,60011.57421875,70901.9921875,70731.046875,67147.703125,69048.5625,68047.1875
2468,154.821903744,177.796102992,"[C5H4N4NaO]+",159.02773,"C5H4N4O_M+Na",66436.3671875,78047.875,89493.265625,87572.84375,96185.484375,75570.0625,149652.34375,101522.1953125,94685.03125,43437.9609375,339839.125,49490.015625,205876.40625,137712.625,54346.73828125,33965.91015625,114869.9140625,76306.7421875,69358.0390625,74103.03125,105581.3515625,79381.2421875,123348.75,48371.3046875,169567.703125,104872.6484375,109374.9765625,104711.7734375,138006.359375,107918.5234375,104426.9609375,59522.17578125,NA,NA,NA,42167.859375,58385.48828125,50620.16796875,48821.78125,60402.625,54588.2890625,60011.57421875,57032.15625,70731.046875,63590.28125,69048.5625,68047.1875
2469,131.69268562401,154.821903744,"[C5H4N4NaO]+",159.02773,"C5H4N4O_M+Na",37781.3671875,49160.15234375,51863.70703125,58000.3046875,69297.3046875,57190.2578125,72712.84375,50028.15625,60952.51953125,37454.7578125,167077.390625,34386.72265625,118174.515625,70548.9765625,35661.2421875,24226.150390625,65352.58203125,58670.546875,38629.7578125,43887.59375,64029.265625,51256.63671875,50873.85546875,38171.77734375,92713.3515625,79193.203125,69842.984375,65307.40625,72872.46875,77041.2734375,51063.9140625,33605.62890625,NA,12124.46875,NA,26509.623046875,31228.33203125,32529.826171875,37156.65625,42012.58984375,36995.5078125,40407.41796875,45345.77734375,37771.1171875,41129.43359375,51425.57421875,45082.63671875
